Account ID,Client id,Branch Name,Product Id,Loan Amount,Funded Amount,Funded Amount Inv,Disbursement Date,Loan Status,Repayment Type,Center Id,BranchID
ACC001533,186,Mathura,JLG44K,49643,29978,41425,21-02-18,Active,Monthly EMI,910182,Mathura-910182
ACC001534,279,AGRA,JLG35K,48577,23594,27878,10-12-18,Paid Off,Quarterly EMI,140056,AGRA-140056
ACC001535,116,BILASPUR,JLG30K,40450,29141,25022,27-01-23,Fully Paid,Monthly EMI,240005,BILASPUR-240005
ACC001536,164,DURGAPUR,JLG30K,47463,34895,36253,03-11-19,Active,Monthly EMI,700013,DURGAPUR-700013
ACC001537,570,CHHATA,JLG30K,48841,15674,12316,22-04-19,Active,Quarterly EMI,910020,CHHATA-910020
ACC001538,337,SANGRUR,JLG30K,9811,5807,32116,01-03-18,Active,Quarterly EMI,110159,SANGRUR-110159
ACC001539,663,KURUKSHETRA,JLG30K,34515,8315,15536,10-07-17,Default,Monthly EMI,70364,KURUKSHETRA-70364
ACC001540,860,MUKTSAR,JLG35K,11004,22232,6630,13-07-17,Paid Off,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001541,133,BEHROR,JLG35K,13046,49235,8584,13-05-18,Paid Off,Monthly EMI,30179,BEHROR-30179
ACC001542,212,KURUKSHETRA,JLG30K,20936,13834,30312,04-01-21,Active,Monthly EMI,70364,KURUKSHETRA-70364
ACC001543,83,DHARMANAGAR,JLG30K,44775,44300,34667,18-10-19,Default,Monthly EMI,1230018,DHARMANAGAR-1230018
ACC001544,15,Mathura,JLG35K,23477,25970,21751,11-02-21,Fully Paid,Monthly EMI,910182,Mathura-910182
ACC001545,225,CHHATA,JLG30K,30814,43605,34122,22-06-21,Fully Paid,Monthly EMI,910020,CHHATA-910020
ACC001546,385,BEHROR,JLG46K,38596,19569,21858,18-07-23,Active,Quarterly EMI,30179,BEHROR-30179
ACC001547,1000,Mangaldoi,JLG35K,29049,17822,35543,10-05-18,Fully Paid,Monthly EMI,570241,Mangaldoi-570241
ACC001548,399,SIWAN,JLG30K,22935,4034,36158,19-10-18,Paid Off,Quarterly EMI,790102,SIWAN-790102
ACC001549,55,KARNAL,JLG30K,45743,39464,8355,03-09-18,Paid Off,Quarterly EMI,50678,KARNAL-50678
ACC001550,837,DURGAPUR,JLG40K,33628,14486,2505,05-09-21,Fully Paid,Quarterly EMI,700013,DURGAPUR-700013
ACC001551,668,SANGRUR,JLG30K,42798,24220,35845,24-03-17,Fully Paid,Quarterly EMI,110159,SANGRUR-110159
ACC001552,52,BEHROR,JLG35K,35806,12538,2921,28-03-21,Active,Monthly EMI,30179,BEHROR-30179
ACC001553,152,CHHATA,JLG44K,16832,12591,18676,05-11-19,Fully Paid,Monthly EMI,910020,CHHATA-910020
ACC001554,154,CUTTACK,JLG30K,2911,3509,29324,29-10-21,Default,Monthly EMI,630081,CUTTACK-630081
ACC001555,589,GUWAHATI,JLG45K,20592,30253,2148,15-08-16,Fully Paid,Monthly EMI,560090,GUWAHATI-560090
ACC001556,981,TEZPUR,JLG35K,13441,37288,2200,17-02-17,Fully Paid,Monthly EMI,680026,TEZPUR-680026
ACC001557,239,DURGAPUR,JLG30K,42096,48397,33235,03-10-18,Paid Off,Monthly EMI,700013,DURGAPUR-700013
ACC001558,414,JALANDHAR,JLG30K,12281,7957,14964,09-09-17,Fully Paid,Quarterly EMI,160051,JALANDHAR-160051
ACC001559,738,DURGAPUR,JLG30K,4651,39464,20244,16-06-22,Paid Off,Monthly EMI,700013,DURGAPUR-700013
ACC001560,316,BEHROR,JLG44K,40239,40073,12320,30-08-22,Default,Quarterly EMI,30179,BEHROR-30179
ACC001561,334,DHURI,JLG30K,8991,49585,42806,30-03-23,Fully Paid,Monthly EMI,1030063,DHURI-1030063
ACC001562,616,DHARMANAGAR,JLG30K,7387,2754,22572,04-09-19,Active,Monthly EMI,1230018,DHARMANAGAR-1230018
ACC001563,187,DHURI,JLG30K,12894,29983,7018,24-01-18,Paid Off,Quarterly EMI,1030063,DHURI-1030063
ACC001564,920,BEHROR,JLG35K,33215,18503,8556,15-02-16,Active,Quarterly EMI,30179,BEHROR-30179
ACC001565,441,JALANDHAR,JLG30K,48265,8542,11426,24-11-16,Fully Paid,Monthly EMI,160051,JALANDHAR-160051
ACC001566,618,SANGRUR,JLG30K,49688,6738,21960,10-09-19,Active,Monthly EMI,110159,SANGRUR-110159
ACC001567,112,DHURI,JLG50K,9625,19836,23635,04-02-17,Paid Off,Monthly EMI,1030063,DHURI-1030063
ACC001568,404,BUXAR,JLG35K,13607,8163,11611,21-09-21,Fully Paid,Monthly EMI,710002,BUXAR-710002
ACC001569,508,CHHAPRA,JLG46K,19968,31704,16533,06-03-19,Fully Paid,Quarterly EMI,380112,CHHAPRA-380112
ACC001570,640,PATIALA,JLG30K,28233,12939,7227,06-11-21,Active,Monthly EMI,100186,PATIALA-100186
ACC001571,899,UJJAIN,JLG30K,32281,23455,26733,05-10-15,Fully Paid,Monthly EMI,1510002,UJJAIN-1510002
ACC001572,19,BEHROR,JLG30K,4084,30292,23648,22-12-19,Fully Paid,Monthly EMI,30179,BEHROR-30179
ACC001573,741,BEHROR,JLG30K,12776,5015,23359,09-07-16,Active,Monthly EMI,30179,BEHROR-30179
ACC001574,401,DURGAPUR,JLG30K,33782,20168,32776,10-02-19,Fully Paid,Quarterly EMI,700013,DURGAPUR-700013
ACC001575,633,SANGRUR,JLG44K,3664,39489,39553,27-05-22,Fully Paid,Quarterly EMI,110159,SANGRUR-110159
ACC001576,16,KURUKSHETRA,JLG30K,29858,46199,19223,02-01-21,Active,Quarterly EMI,70364,KURUKSHETRA-70364
ACC001577,123,PALWAL,JLG35K,8314,48224,40079,23-06-15,Active,Monthly EMI,20242,PALWAL-20242
ACC001578,945,SIRSA,JLG30K,21752,2869,28920,02-10-15,Fully Paid,Quarterly EMI,730084,SIRSA-730084
ACC001579,499,TEZPUR,JLG35K,21013,41234,40268,18-01-21,Active,Quarterly EMI,680026,TEZPUR-680026
ACC001580,676,Mangaldoi,JLG35K,27598,14053,4392,14-12-21,Active,Monthly EMI,570241,Mangaldoi-570241
ACC001581,595,SANGRUR,JLG30K,33328,37473,40033,31-03-21,Default,Monthly EMI,110159,SANGRUR-110159
ACC001582,227,BUXAR,JLG35K,14363,12260,24429,22-01-23,Paid Off,Quarterly EMI,710002,BUXAR-710002
ACC001583,281,BEHROR,JLG30K,10224,19277,13249,15-08-19,Fully Paid,Quarterly EMI,30179,BEHROR-30179
ACC001584,399,PAOTA,JLG50K,46667,12719,23614,25-12-18,Fully Paid,Quarterly EMI,90149,PAOTA-90149
ACC001585,695,Mangaldoi,JLG30K,7709,32163,25553,02-06-21,Paid Off,Quarterly EMI,570241,Mangaldoi-570241
ACC001586,964,DHURI,JLG35K,20859,23622,31635,16-04-21,Fully Paid,Quarterly EMI,1030063,DHURI-1030063
ACC001587,612,SAMRALA,JLG35K,11986,42686,37162,15-09-15,Paid Off,Quarterly EMI,130067,SAMRALA-130067
ACC001588,620,Mathura,JLG35K,28375,44141,31140,08-11-15,Paid Off,Monthly EMI,910182,Mathura-910182
ACC001589,998,MAWANA,JLG30K,38427,45358,32887,25-04-18,Fully Paid,Monthly EMI,800018,MAWANA-800018
ACC001590,470,SEHORE,JLG30K,12040,41968,29841,24-10-21,Paid Off,Quarterly EMI,1440051,SEHORE-1440051
ACC001591,398,DURGAPUR,JLG30K,18117,9012,18861,01-07-18,Active,Quarterly EMI,700013,DURGAPUR-700013
ACC001592,287,FATEHABAD,JLG44K,41657,42920,12781,24-11-18,Active,Quarterly EMI,670106,FATEHABAD-670106
ACC001593,731,DIBRUGARH,JLG40K,44641,27277,39837,21-05-17,Active,Quarterly EMI,1050013,DIBRUGARH-1050013
ACC001594,854,SHAHDOL,JLG30K,38924,41508,1789,18-08-18,Paid Off,Monthly EMI,1550006,SHAHDOL-1550006
ACC001595,799,Mathura,JLG30K,20666,23306,11544,12-01-20,Fully Paid,Monthly EMI,910182,Mathura-910182
ACC001596,788,Mathura,JLG30K,18827,16201,35664,17-06-15,Fully Paid,Monthly EMI,910182,Mathura-910182
ACC001597,58,BUXAR,JLG30K,25720,47590,43116,07-06-18,Paid Off,Monthly EMI,710002,BUXAR-710002
ACC001598,639,UJJAIN,JLG46K,40324,42154,27373,09-10-19,Paid Off,Monthly EMI,1510002,UJJAIN-1510002
ACC001599,732,BILASPUR,JLG35K,48158,21358,18760,10-04-15,Active,Quarterly EMI,240005,BILASPUR-240005
ACC001600,459,SANGRUR,JLG30K,16704,28331,19840,01-11-20,Fully Paid,Monthly EMI,110159,SANGRUR-110159
ACC001601,140,SANGRUR,JLG35K,47388,29988,35797,07-01-17,Fully Paid,Quarterly EMI,110159,SANGRUR-110159
ACC001602,252,SANGRUR,JLG44K,14292,8108,37470,12-02-20,Active,Quarterly EMI,110159,SANGRUR-110159
ACC001603,107,DHURI,JLG30K,37071,13621,38792,30-09-23,Fully Paid,Quarterly EMI,1030063,DHURI-1030063
ACC001604,817,Mathura,JLG30K,30833,32118,40316,16-11-19,Fully Paid,Quarterly EMI,910182,Mathura-910182
ACC001605,981,DHURI,JLG35K,43157,9700,40416,06-12-21,Active,Monthly EMI,1030063,DHURI-1030063
ACC001606,659,BEHROR,JLG30K,14115,10320,23995,12-09-17,Fully Paid,Quarterly EMI,30179,BEHROR-30179
ACC001607,240,MUKTSAR,JLG30K,43815,11703,16296,05-10-16,Fully Paid,Monthly EMI,1110166,MUKTSAR-1110166
ACC001608,221,SANGRUR,JLG29K,49565,6129,28520,06-09-16,Paid Off,Quarterly EMI,110159,SANGRUR-110159
ACC001609,10,CHHAPRA,JLG35K,33263,31369,13230,06-01-18,Active,Monthly EMI,380112,CHHAPRA-380112
ACC001610,761,MAWANA,JLG30K,20048,32851,42165,16-05-19,Active,Quarterly EMI,800018,MAWANA-800018
ACC001611,516,JALANDHAR,JLG30K,33593,41066,28809,01-11-19,Paid Off,Quarterly EMI,160051,JALANDHAR-160051
ACC001612,73,HAPUR,JLG35K,14759,7704,14490,04-10-17,Paid Off,Monthly EMI,210563,HAPUR-210563
ACC001613,193,DHURI,JLG35K,45304,49180,19198,31-01-17,Paid Off,Quarterly EMI,1030063,DHURI-1030063
ACC001614,848,SIRSA,JLG41K,23888,38831,4982,26-08-16,Default,Quarterly EMI,730084,SIRSA-730084
ACC001615,1001,NIMAPADA,JLG30K,10549,32567,19498,31-08-23,Default,Monthly EMI,440052,NIMAPADA-440052
ACC001616,704,MAWANA,JLG30K,44933,4467,17013,02-04-15,Default,Quarterly EMI,800018,MAWANA-800018
ACC001617,958,SANGRUR,JLG41K,5220,7264,7435,13-07-19,Active,Monthly EMI,110159,SANGRUR-110159
ACC001618,340,BUXAR,JLG30K,29093,45929,5123,06-05-23,Active,Quarterly EMI,710002,BUXAR-710002
ACC001619,3,DHURI,JLG30K,5643,49457,7434,27-10-18,Active,Monthly EMI,1030063,DHURI-1030063
ACC001620,755,DURGAPUR,JLG30K,48628,3791,16238,23-04-17,Fully Paid,Monthly EMI,700013,DURGAPUR-700013
ACC001621,29,JALANDHAR,JLG35K,21988,40745,19571,02-02-22,Paid Off,Monthly EMI,160051,JALANDHAR-160051
ACC001622,125,DHURI,JLG29K,40730,8743,23373,03-01-17,Active,Quarterly EMI,1030063,DHURI-1030063
ACC001623,983,MUKTSAR,JLG30K,42213,25689,38097,29-03-18,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC001624,883,TEZPUR,JLG30K,40627,10647,18874,29-11-15,Default,Monthly EMI,680026,TEZPUR-680026
ACC001625,767,BULANDSHAHR,JLG30K,22217,19366,3224,16-05-21,Paid Off,Quarterly EMI,10068,BULANDSHAHR-10068
ACC001626,519,MUKTSAR,JLG30K,38342,49332,36150,23-12-19,Fully Paid,Monthly EMI,1110166,MUKTSAR-1110166
ACC001627,118,MAWANA,JLG30K,5528,38971,38671,10-11-23,Active,Monthly EMI,800018,MAWANA-800018
ACC001628,597,MUKTSAR,JLG30K,12537,5080,39470,20-01-18,Default,Monthly EMI,1110166,MUKTSAR-1110166
ACC001629,987,Mathura,JLG30K,13226,12887,15991,30-03-19,Paid Off,Monthly EMI,910182,Mathura-910182
ACC001630,493,MUKTSAR,JLG30K,4851,38529,16691,21-10-15,Paid Off,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001631,39,ASANSOL,JLG50K,5657,33635,23845,07-11-17,Paid Off,Monthly EMI,690076,ASANSOL-690076
ACC001632,551,BEHROR,JLG30K,11280,2995,26544,09-10-20,Fully Paid,Quarterly EMI,30179,BEHROR-30179
ACC001633,456,MUKTSAR,JLG46K,32080,31980,25368,07-03-23,Default,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001634,85,DURGAPUR,JLG35K,39711,19326,21654,05-05-19,Paid Off,Monthly EMI,700013,DURGAPUR-700013
ACC001635,130,AGRA,JLG30K,48026,32758,24134,10-12-21,Paid Off,Monthly EMI,140056,AGRA-140056
ACC001636,962,BEHROR,JLG30K,15816,9378,32469,20-10-23,Paid Off,Monthly EMI,30179,BEHROR-30179
ACC001637,252,MUKTSAR,JLG35K,48862,24716,19876,21-12-16,Fully Paid,Monthly EMI,1110166,MUKTSAR-1110166
ACC001638,2,MUKTSAR,JLG30K,37576,4754,19863,27-02-23,Paid Off,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001639,847,BUXAR,JLG30K,21855,37129,10668,01-03-15,Paid Off,Monthly EMI,710002,BUXAR-710002
ACC001640,680,DURGAPUR,JLG30K,39348,3590,10480,20-05-21,Paid Off,Quarterly EMI,700013,DURGAPUR-700013
ACC001641,298,MUKTSAR,JLG35K,40547,16150,24677,27-07-21,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC001642,242,SIWAN,JLG30K,42994,16126,13929,20-03-22,Paid Off,Quarterly EMI,790102,SIWAN-790102
ACC001643,564,KURUKSHETRA,JLG30K,8378,20742,17361,26-07-23,Fully Paid,Quarterly EMI,70364,KURUKSHETRA-70364
ACC001644,463,DHURI,JLG30K,21601,16646,19740,10-06-16,Fully Paid,Monthly EMI,1030063,DHURI-1030063
ACC001645,800,MUKTSAR,JLG35K,16074,21904,13575,16-06-21,Fully Paid,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001646,950,Mathura,JLG35K,5993,41996,24391,27-11-16,Paid Off,Monthly EMI,910182,Mathura-910182
ACC001647,53,MUKTSAR,JLG30K,29889,45408,21776,17-05-16,Active,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001648,877,DHARMANAGAR,JLG30K,27858,34739,20894,27-03-16,Active,Quarterly EMI,1230018,DHARMANAGAR-1230018
ACC001649,262,FATEHGARH SAHIB,JLG30K,3343,24150,32936,04-07-18,Paid Off,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC001650,784,DHURI,JLG45K,43190,37289,16727,10-04-16,Fully Paid,Quarterly EMI,1030063,DHURI-1030063
ACC001651,138,BEHROR,JLG30K,7920,27201,28900,07-09-19,Fully Paid,Monthly EMI,30179,BEHROR-30179
ACC001652,220,BEHROR,JLG30K,19949,2986,34640,06-08-21,Fully Paid,Quarterly EMI,30179,BEHROR-30179
ACC001653,422,CHHATA,JLG30K,35036,46446,18895,05-01-22,Fully Paid,Quarterly EMI,910020,CHHATA-910020
ACC001654,570,ASANSOL,JLG30K,15192,14918,8463,25-08-20,Fully Paid,Monthly EMI,690076,ASANSOL-690076
ACC001655,248,Mathura,JLG35K,44652,43034,38653,16-07-20,Active,Monthly EMI,910182,Mathura-910182
ACC001656,848,DHURI,JLG35K,40650,36121,5899,17-12-18,Active,Quarterly EMI,1030063,DHURI-1030063
ACC001657,666,MUKTSAR,JLG30K,24268,28746,10373,20-05-23,Fully Paid,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001658,331,FATEHABAD,JLG44K,9036,15431,13004,30-09-23,Active,Quarterly EMI,670106,FATEHABAD-670106
ACC001659,16,MUKTSAR,JLG30K,3835,37806,32115,15-09-15,Paid Off,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001660,792,MADHUBANI,JLG30K,31405,7778,25955,15-11-21,Default,Monthly EMI,1140044,MADHUBANI-1140044
ACC001661,467,DURGAPUR,JLG44K,14286,47322,26484,10-12-23,Paid Off,Quarterly EMI,700013,DURGAPUR-700013
ACC001662,235,SANGRUR,JLG35K,36501,45171,9212,29-04-16,Fully Paid,Quarterly EMI,110159,SANGRUR-110159
ACC001663,169,BILASPUR,JLG35K,10298,19662,30970,22-05-17,Active,Quarterly EMI,240005,BILASPUR-240005
ACC001664,438,ASANSOL,JLG46K,19860,43265,27428,12-06-16,Fully Paid,Monthly EMI,690076,ASANSOL-690076
ACC001665,905,Mathura,JLG35K,18672,32085,10757,16-06-16,Fully Paid,Quarterly EMI,910182,Mathura-910182
ACC001666,183,ASANSOL,JLG46K,44946,42580,7499,22-01-20,Active,Quarterly EMI,690076,ASANSOL-690076
ACC001667,938,SANGRUR,JLG30K,33414,21028,13131,11-06-23,Paid Off,Monthly EMI,110159,SANGRUR-110159
ACC001668,1001,DHURI,JLG30K,49984,24226,27662,11-08-20,Active,Monthly EMI,1030063,DHURI-1030063
ACC001669,663,BEHROR,JLG30K,32205,31933,43609,23-04-22,Fully Paid,Quarterly EMI,30179,BEHROR-30179
ACC001670,92,DURGAPUR,JLG44K,28576,32667,30095,04-06-22,Paid Off,Quarterly EMI,700013,DURGAPUR-700013
ACC001671,812,BISWANATH CHARIALI,JLG30K,29002,21220,35599,25-12-23,Paid Off,Quarterly EMI,740048,BISWANATH CHARIALI-740048
ACC001672,321,TEZPUR,JLG30K,32686,8403,4536,19-11-15,Active,Monthly EMI,680026,TEZPUR-680026
ACC001673,336,DHURI,JLG30K,26460,8545,43136,19-04-21,Active,Quarterly EMI,1030063,DHURI-1030063
ACC001674,77,MUKTSAR,JLG35K,21395,24528,40694,15-01-21,Default,Monthly EMI,1110166,MUKTSAR-1110166
ACC001675,90,Mathura,JLG30K,14215,19500,35463,10-06-15,Paid Off,Monthly EMI,910182,Mathura-910182
ACC001676,723,KURUKSHETRA,JLG41K,29439,36719,13676,26-06-17,Active,Quarterly EMI,70364,KURUKSHETRA-70364
ACC001677,730,FATEHGARH SAHIB,JLG30K,13224,33249,29016,13-10-17,Paid Off,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC001678,158,ASANSOL,JLG30K,36261,43852,2377,23-09-18,Paid Off,Monthly EMI,690076,ASANSOL-690076
ACC001679,992,FATEHGARH SAHIB,JLG35K,29606,15352,26320,10-09-22,Paid Off,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC001680,657,SHAHDOL,JLG35K,9027,18556,38133,23-09-17,Active,Quarterly EMI,1550006,SHAHDOL-1550006
ACC001681,110,Mangaldoi,JLG35K,17003,30262,43999,28-12-22,Paid Off,Quarterly EMI,570241,Mangaldoi-570241
ACC001682,941,Mathura,JLG30K,27096,14871,20760,25-10-23,Active,Monthly EMI,910182,Mathura-910182
ACC001683,318,FATEHGARH SAHIB,JLG46K,41398,20075,26776,14-08-19,Fully Paid,Quarterly EMI,120676,FATEHGARH SAHIB-120676
ACC001684,250,BEHROR,JLG35K,11846,13769,3820,29-07-17,Fully Paid,Monthly EMI,30179,BEHROR-30179
ACC001685,598,BEHROR,JLG30K,29526,41473,43454,15-11-17,Active,Monthly EMI,30179,BEHROR-30179
ACC001686,259,BEHROR,JLG35K,11417,49720,11262,13-02-22,Active,Quarterly EMI,30179,BEHROR-30179
ACC001687,38,CHHATA,JLG45K,47037,21528,36716,25-07-21,Fully Paid,Quarterly EMI,910020,CHHATA-910020
ACC001688,620,SAMRALA,JLG46K,14712,30455,33229,01-07-18,Fully Paid,Monthly EMI,130067,SAMRALA-130067
ACC001689,386,DURGAPUR,JLG35K,34805,48019,20776,28-10-19,Paid Off,Monthly EMI,700013,DURGAPUR-700013
ACC001690,944,PANIPAT,JLG35K,18424,26717,25232,30-05-16,Paid Off,Quarterly EMI,60004,PANIPAT-60004
ACC001691,323,SANGRUR,JLG30K,29622,28120,31716,25-08-19,Default,Monthly EMI,110159,SANGRUR-110159
ACC001692,873,FATEHGARH SAHIB,JLG35K,35528,30054,11159,06-06-22,Active,Quarterly EMI,120676,FATEHGARH SAHIB-120676
ACC001693,76,DHURI,JLG30K,2183,23000,5060,19-01-15,Default,Quarterly EMI,1030063,DHURI-1030063
ACC001694,26,JALANDHAR,JLG35K,7809,9966,15909,03-05-17,Active,Quarterly EMI,160051,JALANDHAR-160051
ACC001695,510,MOTIHARI,JLG35K,33270,2472,44840,25-04-16,Fully Paid,Monthly EMI,520376,MOTIHARI-520376
ACC001696,659,Mathura,JLG40K,6985,30428,41757,17-12-21,Paid Off,Quarterly EMI,910182,Mathura-910182
ACC001697,924,CUTTACK,JLG35K,22817,2916,40519,23-02-23,Paid Off,Monthly EMI,630081,CUTTACK-630081
ACC001698,541,Mathura,JLG30K,2811,28427,14463,07-04-22,Paid Off,Monthly EMI,910182,Mathura-910182
ACC001699,861,JALANDHAR,JLG35K,39697,4887,38390,01-12-22,Fully Paid,Quarterly EMI,160051,JALANDHAR-160051
ACC001700,295,KAROND,JLG35K,17686,11648,34106,24-04-21,Fully Paid,Quarterly EMI,1320004,KAROND-1320004
ACC001701,829,Mathura,JLG30K,23458,48106,27472,13-10-17,Fully Paid,Quarterly EMI,910182,Mathura-910182
ACC001702,957,HAPUR,JLG30K,28004,10807,44067,29-05-17,Default,Quarterly EMI,210563,HAPUR-210563
ACC001703,587,MAHASAMUND,JLG30K,7983,49068,4085,26-11-17,Paid Off,Quarterly EMI,250029,MAHASAMUND-250029
ACC001704,709,MUKTSAR,JLG30K,33475,36566,33953,18-03-21,Fully Paid,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001705,964,SANGRUR,JLG30K,23144,36184,3401,06-11-21,Active,Monthly EMI,110159,SANGRUR-110159
ACC001706,438,JORHAT,JLG30K,24044,30498,18974,20-02-15,Active,Quarterly EMI,850152,JORHAT-850152
ACC001707,854,TEZPUR,JLG30K,33006,13772,14089,08-12-21,Fully Paid,Monthly EMI,680026,TEZPUR-680026
ACC001708,878,SANGRUR,JLG30K,38143,14416,15506,21-09-18,Fully Paid,Quarterly EMI,110159,SANGRUR-110159
ACC001709,861,MAWANA,JLG35K,11414,31174,27709,17-08-22,Fully Paid,Quarterly EMI,800018,MAWANA-800018
ACC001710,574,DHURI,JLG30K,28543,27185,34612,09-11-16,Paid Off,Quarterly EMI,1030063,DHURI-1030063
ACC001711,433,MUKTSAR,JLG30K,12229,41031,6502,10-06-16,Default,Monthly EMI,1110166,MUKTSAR-1110166
ACC001712,171,CHHATA,JLG30K,16278,6011,23461,18-06-19,Paid Off,Quarterly EMI,910020,CHHATA-910020
ACC001713,88,CHHATA,JLG30K,46252,39017,14699,20-08-18,Active,Quarterly EMI,910020,CHHATA-910020
ACC001714,393,ASANSOL,JLG30K,45760,13425,44994,16-02-15,Paid Off,Quarterly EMI,690076,ASANSOL-690076
ACC001715,220,DURGAPUR,JLG35K,46426,37695,31728,03-01-15,Fully Paid,Quarterly EMI,700013,DURGAPUR-700013
ACC001716,374,FATEHGARH SAHIB,JLG35K,13785,8175,8679,02-02-19,Fully Paid,Quarterly EMI,120676,FATEHGARH SAHIB-120676
ACC001717,949,SANGRUR,JLG30K,40272,32436,13990,17-05-22,Paid Off,Monthly EMI,110159,SANGRUR-110159
ACC001718,6,BUXAR,JLG35K,20818,46488,2629,17-05-23,Paid Off,Quarterly EMI,710002,BUXAR-710002
ACC001719,308,DURGAPUR,JLG35K,43608,13804,26044,03-10-17,Fully Paid,Quarterly EMI,700013,DURGAPUR-700013
ACC001720,32,FATEHGARH SAHIB,JLG46K,21333,10701,27812,06-03-20,Active,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC001721,233,UJJAIN,JLG30K,16698,20979,39030,23-10-20,Fully Paid,Monthly EMI,1510002,UJJAIN-1510002
ACC001722,923,Mathura,JLG30K,19724,43961,6032,10-08-17,Active,Quarterly EMI,910182,Mathura-910182
ACC001723,327,MAWANA,JLG35K,14417,29420,27345,13-09-22,Fully Paid,Monthly EMI,800018,MAWANA-800018
ACC001724,616,KAROND,JLG35,34336,9777,33168,13-01-23,Active,Monthly EMI,1320004,KAROND-1320004
ACC001725,458,CHHAPRA,JLG46K,18839,32209,35638,24-09-22,Paid Off,Quarterly EMI,380112,CHHAPRA-380112
ACC001726,860,DURGAPUR,JLG30K,15799,49075,36503,25-08-18,Fully Paid,Quarterly EMI,700013,DURGAPUR-700013
ACC001727,155,MUKTSAR,JLG46K,10794,42387,36316,07-05-21,Active,Monthly EMI,1110166,MUKTSAR-1110166
ACC001728,29,DURGAPUR,JLG30K,13658,47419,39834,29-07-20,Default,Monthly EMI,700013,DURGAPUR-700013
ACC001729,96,BISWANATH CHARIALI,JLG35K,43223,39605,23634,08-01-21,Paid Off,Monthly EMI,740048,BISWANATH CHARIALI-740048
ACC001730,922,Mangaldoi,JLG30K,37346,20953,42895,15-11-23,Default,Monthly EMI,570241,Mangaldoi-570241
ACC001731,363,DHURI,JLG30K,13758,43250,15996,23-12-18,Active,Quarterly EMI,1030063,DHURI-1030063
ACC001732,472,Mangaldoi,JLG30K,40496,28609,18321,06-04-22,Fully Paid,Quarterly EMI,570241,Mangaldoi-570241
ACC001733,493,DHURI,JLG30K,40628,3500,24152,22-08-21,Fully Paid,Monthly EMI,1030063,DHURI-1030063
ACC001734,468,Mathura,JLG35K,10093,49521,35710,19-01-21,Default,Monthly EMI,910182,Mathura-910182
ACC001735,208,MUKTSAR,JLG46K,14587,48830,36706,10-12-19,Paid Off,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001736,88,DURGAPUR,JLG30K,38237,23632,44924,01-01-19,Paid Off,Quarterly EMI,700013,DURGAPUR-700013
ACC001737,475,TEZPUR,JLG35K,13971,37780,40737,04-05-23,Active,Monthly EMI,680026,TEZPUR-680026
ACC001738,795,SANGRUR,JLG30K,47999,4174,21469,10-07-21,Default,Monthly EMI,110159,SANGRUR-110159
ACC001739,846,SANGRUR,JLG35K,44288,43888,42254,18-12-22,Paid Off,Monthly EMI,110159,SANGRUR-110159
ACC001740,256,SIWAN,JLG30K,29704,41907,5882,05-10-17,Default,Quarterly EMI,790102,SIWAN-790102
ACC001741,359,DHURI,JLG30K,26235,40656,12586,01-07-20,Paid Off,Quarterly EMI,1030063,DHURI-1030063
ACC001742,67,BEHROR,JLG30K,36146,15962,20464,03-09-18,Fully Paid,Quarterly EMI,30179,BEHROR-30179
ACC001743,150,MUKTSAR,JLG35K,29151,7494,44764,24-12-20,Default,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001744,255,MUKTSAR,JLG30K,2244,20606,25097,18-11-22,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC001745,216,Mathura,JLG35K,23298,30602,21102,24-02-23,Paid Off,Quarterly EMI,910182,Mathura-910182
ACC001746,984,MAWANA,JLG35K,48883,35930,1504,04-07-23,Paid Off,Monthly EMI,800018,MAWANA-800018
ACC001747,382,SANGRUR,JLG30K,13878,22206,36116,23-01-20,Fully Paid,Monthly EMI,110159,SANGRUR-110159
ACC001748,201,MUKTSAR,JLG35K,18608,17574,40650,10-04-16,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC001749,859,DHURI,JLG50K,3098,5230,7907,15-09-21,Fully Paid,Monthly EMI,1030063,DHURI-1030063
ACC001750,786,BEHROR,JLG30K,16724,30761,5072,01-10-19,Fully Paid,Quarterly EMI,30179,BEHROR-30179
ACC001751,743,Mathura,JLG30K,27492,47175,17918,26-03-15,Fully Paid,Quarterly EMI,910182,Mathura-910182
